ID,Subestación de Poder,Alimentador,Zona Mantenimiento,SED,Nombre,Kva Etdtrafo,Clientes,Netbilling,Electrodependientes,Ordenes SAP,Avisos SAP,Solicitudes Daño Individual,Solicitudes SEC SERNAC,Solicitudes DOM,Presentaciones,Interrupciones BT
6059,Concón,Tabolango,Costa,31837,Rauten Carolmo,15.00 kVA,7,,,,,8,,2,,
6060,Peñablanca,El Pangal,Quillota,30312,Copali El Bosque,75.00 kVA,7,,,,,2,,1,,
6061,San Pedro,Lliu Lliu,Quillota,30742,Cuesta Limache 1,45.00 kVA,7,,,,,1,,1,,
6062,San Antonio,San Antonio,San Antonio,51015,ESTRELLA DEL MAR LAS AMAPOLAS,10.00 kVA,2,,,,,,,,,2
6063,San Antonio,Llolleo,San Antonio,51347,SED OLEGARIO HENRIQUEZ CEMENTERIO,75.00 kVA,3,,,,,7,,4,,
6064,San Antonio,San Antonio,San Antonio,50775,Manuel Bulnes  Los Lirios,10.00 kVA,4,,,,,1,,,,1
6065,Quilpué,El Sol,Marga Marga,22755,Pompeya Sur 9,30.00 kVA,23,,,,,2,,1,,
6066,Placilla,Curauma,valparaiso,10744,Los Bosques Los Narcisos,75.00 kVA,41,,,,,1,,1,,
6067,Valparaíso,Errazuriz,valparaiso,10908,Estacion Puerto 1,750.00 kVA,41,,,,,88,,1,,
6068,San Rafael,San Vicente,Los Andes,42857,Raconto Santa Rosa,100.00 kVA,1,,,,,10,,1,,3
6069,Concón,Expreso RPC,Costa,21626,Las Gaviotas Parcela 10A,30.00 kVA,2,,,,,2,,,,1
6070,Concón,Expreso RPC,Costa,20950,Lote 2 Mantagua,45.00 kVA,6,,,,,6,,1,,
6071,Reñaca,Jorge Montt,Costa,20742,Policlinico Naval,75.00 kVA,5,,,,,2,,,,2
6072,Miraflores,Achupallas,Costa,21395,Pje Huasco,10.00 kVA,10,,,,,3,,,,1
6073,Miraflores,Viña del Mar Alto,Costa,22926,Provisorio G Marañon - Vimac,75.00 kVA,6,,,,,2,,2,,1
6074,Reñaca,Costa Brava,Costa,21999,Centro Comercial La foresta,150.00 kVA,15,,,,,3,,,1,
6075,Reñaca,Jorge Montt,Costa,20674,Jardin del Mar Terramar,75.00 kVA,9,,,,,7,,1,,
6076,Peñablanca,El Rincón,Marga Marga,21536,SED Troncal Sur El Rincon,150.00 kVA,6,,,,,1,,,,1
6077,Peñablanca,El Pangal,Quillota,31174,Bellavista Qbda Escobares,15.00 kVA,6,,,,,4,,,,1
6078,Playa Ancha,La Pólvora,valparaiso,10333,Lepeley Lisboa,15.00 kVA,10,,,,,4,,1,,1
6079,San Pedro,Said,Quillota,32066,Callejon La Constancia  2,45.00 kVA,13,,,,1,4,,1,,
6080,Playa Ancha,La Pólvora,valparaiso,10929,Estrella Polar,75.00 kVA,13,,,,,,,,,1
6081,San Antonio,San Antonio,San Antonio,51262,SED G MIRA ALBERTO BARROS,300.00 kVA,11,,,,,1,,1,,
6082,Miraflores,Achupallas,Costa,21297,La Union,10.00 kVA,7,,,,,6,,4,,
6083,Concón,Refinería,Costa,20831,Caburga Poste 187,45.00 kVA,14,,,,,8,,2,,
6084,Playa Ancha,La Pólvora,valparaiso,10280,SED Telegrafo Cosmopolita,45.00 kVA,19,,,,,5,,,1,
6085,Placilla,Bosque,valparaiso,10952,Reconstruyendo Placilla 2,75.00 kVA,19,,,,,4,,2,,
6086,San Rafael,Centenario,Los Andes,42858,San Vicente Los Libertadores,10.00 kVA,1,,,,,5,,,1,
6087,San Rafael,Los Andes,Los Andes,40153,Calle Larga_El Castillo,75.00 kVA,2,,,,,9,,1,,
6088,San Rafael,Centenario,Los Andes,40501,Sn. Vicente La Puntilla,5.00 kVA,2,,,,,1,,1,,
6089,San Rafael,Centenario,Los Andes,42869,Autopista Los Libertadores Km. 71.5,15.00 kVA,2,,,,,2,,1,,
6090,Peñablanca,El Rincón,Marga Marga,23006,Los Almendros Hipodromo,75.00 kVA,7,,,,,3,,3,,
6091,Quilpué,Quilpué,Marga Marga,23926,Locales Comerciales Parque Las Palmas,150.00 kVA,21,,,,,3,,1,,
6092,San Felipe,Tocornal,Los Andes,40207,El Chalet,75.00 kVA,10,,,,,1,,1,,
6093,San Felipe,Putaendo,Los Andes,40773,Algarrobal Callejon Los Naranjos,15.00 kVA,10,,,,,1,,1,,
6094,Valparaíso,Puerto 2,valparaiso,10845,Plaza Sotomayor,500.00 kVA,37,,,,,10,,1,,
6095,Placeres,Agua Santa,valparaiso,10950,Don Quijote Edificio 5,75.00 kVA,37,,,,,6,,1,,
6096,San Rafael,Chacabuco,Los Andes,40163,J M Rio,30.00 kVA,3,1,,,,6,,,,1
6097,Reñaca,Glorias Navales,Costa,21320,Huasco 4,10.00 kVA,9,,,,,9,,,,1
6098,Reñaca,Glorias Navales,Costa,22357,Rotonda Psje Sn Miguelito,10.00 kVA,9,,,,,22,,3,,
6099,Reñaca,Reñaca,Costa,22733,SED Edificio Balmaceda Renaca,300.00 kVA,27,,,,,3,,1,,
6100,Reñaca,Reñaca,Costa,22781,Balmaceda Central,100.00 kVA,27,,,,,4,,1,,
6101,Reñaca,Reñaca,Costa,23278,Faenas Edificio Miramar,75.00 kVA,27,,,,,5,,1,,
6102,La Calera,La Cruz,Quillota,30867,Lo Rojas Las Parcelas,10.00 kVA,1,,,,,,,,,1
6103,San Pedro,Lliu Lliu,Quillota,31078,Camino Manzanar Cruce Casas Viejas,15.00 kVA,6,,,,,3,,2,,
6104,San Pedro,Quillota,Quillota,31252,Alessandri Parcela 3,75.00 kVA,6,,,,,2,,2,,
6105,San Pedro,San Isidro,Quillota,30418,Los Almendros,45.00 kVA,12,,,,,3,,1,,
6106,San Pedro,Olmué,Quillota,31145,Cajon San Pedro Cancha N 2,30.00 kVA,12,,,,,1,,1,,
6107,Peñablanca,Wilson,Marga Marga,20473,S/E Troncal 40 Horas,75.00 kVA,16,,,,,1,,1,,
6108,Peñablanca,El Rincón,Marga Marga,22837,Valle del Rincon 4,45.00 kVA,16,,,,,1,,1,,
6109,Quilpué,Marga Marga,Marga Marga,20883,Reserva Los Coligues,30.00 kVA,5,,,,,1,,1,,1
6110,Quilpué,Marga Marga,Marga Marga,20884,Martin Galan,15.00 kVA,5,,,,,1,,1,,1
6111,Quilpué,El Carmen,Marga Marga,21334,Plaza America El Bosque,15.00 kVA,20,,,,,4,,1,,
6112,Quilpué,Marga Marga,Marga Marga,22477,Los Canales El Parrao 2,15.00 kVA,20,,,,,2,,1,,
6113,San Pedro,Olmué,Quillota,30597,Sta Rosa Trinidad,30.00 kVA,3,,,,,,,,1,
6114,Concón,Refinería,Costa,20936,Torquemada Parcela 557,75.00 kVA,13,,,,,27,,2,,
6115,La Calera,Calera,Quillota,31199,Rabuco 3,15.00 kVA,2,,,,,,,,,1
6116,Placeres,Santos Ossa,valparaiso,10940,Hanga Roa 3,150.00 kVA,35,,,,,3,,1,,
6117,San Antonio,Barrancas,San Antonio,51455,Las Flores Pedro Aguirre Cerda,150.00 kVA,1,,,1,1,2,,,2,2
6118,San Antonio,Barrancas,San Antonio,50672,Zorobabel Rodriguez Puente Llolleo,300.00 kVA,5,,,,,5,,2,,
6119,San Antonio,San Antonio,San Antonio,50733,Martires del Mar 6,5.00 kVA,5,,,,,2,,2,,
6120,San Antonio,San Antonio,San Antonio,50924,MANUEL BULNES MARTIRES DEL MAR,10.00 kVA,10,,,,,2,,1,,
6121,San Antonio,Santo Domingo,San Antonio,51376,SED LOS MOLLES AGUAS BUENAS,45.00 kVA,10,,,,,5,,1,,
6122,La Calera,Hijuelas,Quillota,31514,Caletera Oriente 4 Esquinas,15.00 kVA,2,,,,,1,,1,,
6123,Quilpué,Quilpué,Marga Marga,23099,C.Vicuña Portales,300.00 kVA,19,,,,,1,,1,,
6124,Playa Ancha,La Pólvora,valparaiso,10287,Stoller Varsovia,45.00 kVA,34,,,,,7,,1,,
6125,San Rafael,El Almendral,Los Andes,42575,S. Gallardo_El Convento,45.00 kVA,3,,,,,,,,,1
6126,San Pedro,Olmué,Quillota,31747,Cond Rinconada San Pedro 1,30.00 kVA,11,,,,,1,,1,,
6127,San Pedro,San Isidro,Quillota,31852,Los Acacios_El Huerto 2,10.00 kVA,11,,,,,2,,1,,
6128,San Sebastián,Cartagena,San Antonio,51489,SED ROTONDA CARTAGENA CALETERA,10.00 kVA,1,,,,,1,,,,1
6129,Concón,Refinería,Costa,20952,Parcela Stavko,15.00 kVA,3,,,,,4,,,1,2
6130,Quilpué,Marga Marga,Marga Marga,23479,SED  EL TOTORAL RUTA F 764,15.00 kVA,6,,,1,,,,,,1
6131,Quilpué,El Carmen,Marga Marga,20650,Longitudinal El Bosque,10.00 kVA,18,,,,,4,,1,,
6132,Quilpué,Marga Marga,Marga Marga,22491,Villa Los Perales Los Coligues 1,45.00 kVA,18,,,,,14,,1,,
6133,Quilpué,Marga Marga,Marga Marga,23907,Los Viñedos 1,45.00 kVA,18,,,,,21,,1,,
6134,Placeres,Placeres,valparaiso,10793,Phillipi Gloria,150.00 kVA,4,,,,,2,,2,,2
6135,Placilla,Bosque,valparaiso,10907,Galpones O´higgins,150.00 kVA,8,,,,,12,,2,1,
6136,San Antonio,Barrancas,San Antonio,51142,SED PABLO NERUDA 1° DE ENERO,45.00 kVA,3,,,,,11,,3,,
6137,San Antonio,San Antonio,San Antonio,50962,LOS COPIHUES BLANCOS LOS IBISCUS,10.00 kVA,9,,,,,5,,1,,
6138,Concón,Tabolango,Costa,31539,Manzanar La Loma,100.00 kVA,10,,,,,1,,1,,
6139,San Pedro,Olmué,Quillota,31589,Loteo 44 El Cajon 3,45.00 kVA,10,,,,,1,,1,,
6140,Playa Ancha,La Pólvora,valparaiso,10307,Pezoa Veliz Telegrafo 2,15.00 kVA,10,,,,,5,,3,,
6141,Placilla,Curauma,valparaiso,11560,Los Apostoles San Pablo Lote 6A,100.00 kVA,30,,,,,6,,1,,
6142,Reñaca,Jorge Montt,Costa,20031,SED Borgono Las Canitas,45.00 kVA,2,,,,,,,,1,3
6143,Miraflores,Salinas,Costa,23971,El Maqui Pje Chonta,75.00 kVA,22,,,,,2,,1,,
6144,Peñablanca,El Pangal,Quillota,31784,El Condor 4,30.00 kVA,5,,,,,3,,1,,
6145,San Rafael,San Rafael,Los Andes,40479,Real_La Peña,15.00 kVA,8,,,,,2,,1,,
6146,San Felipe,San Felipe,Los Andes,42927,Avenida Uno,75.00 kVA,8,,,,,1,,1,,
6147,San Rafael,Las Juntas,Los Andes,40658,San Francisco Nieto,10.00 kVA,1,,,,,,,,1,
6148,San Rafael,Las Juntas,Los Andes,40687,Chaparrinas_Llanos Norte,15.00 kVA,2,,,,,2,,1,,
6149,Peñablanca,El Rincón,Marga Marga,22835,Valle del Rincon 2,30.00 kVA,13,,,,,1,,1,,
6150,Valparaíso,Uruguay,valparaiso,10417,Carlos Rogers Coronado,75.00 kVA,29,,,1,1,2,,1,,
6151,Valparaíso,Sauce,valparaiso,10903,AV Alemania Ricardo Ferrari,150.00 kVA,29,,,,,4,,1,,
6152,San Antonio,San Juan,San Antonio,50373,Casa Patronal Fundo Santa Blanca,15.00 kVA,2,,,,,1,,1,,
6153,San Antonio,San Juan,San Antonio,50541,Solar El Convento Parcela 15,45.00 kVA,2,,,,,2,,1,,
6154,Quilpué,Belloto,Marga Marga,24149,SED Blanco Las Rosas,100.00 kVA,8,,,,,1,,,1,
6155,Quilpué,Marga Marga,Marga Marga,21283,La Retuca 5,45.00 kVA,8,,,,,11,,2,,
6156,Quilpué,Marga Marga,Marga Marga,22671,Villa Los Perales Los Coligues 4,15.00 kVA,16,,,,,5,,1,,
6157,San Rafael,Chacabuco,Los Andes,40509,Control Carretera 57,15.00 kVA,7,,,,,4,,1,,
6158,Placilla,Bosque,valparaiso,10879,Placilla El Altar,75.00 kVA,4,,,,,1,,1,,2
6159,Placilla,Peñuelas,valparaiso,10578,Campus UCV Curauma,300.00 kVA,7,,,,,2,,1,,1
6160,Playa Ancha,La Pólvora,valparaiso,10281,Telegrafo Observador,15.00 kVA,14,,1,,,4,,2,,
6161,Placilla,Curauma,valparaiso,10892,Los Arrayanes Pje Baldu,75.00 kVA,28,,,,,1,,1,,
6162,San Antonio,San Antonio,San Antonio,50735,Martires del Mar 4,10.00 kVA,4,,,,,4,,2,,
6163,San Pedro,San Isidro,Quillota,30480,Lechería San Isidro,15.00 kVA,3,,,,,,,,,1
6164,San Pedro,Lliu Lliu,Quillota,30864,Rauten La Curva,100.00 kVA,3,,,,,8,,,,1
6165,Mayaca,Boco,Quillota,31018,Limonar Aerodromo,45.00 kVA,9,,,,,6,,1,,
6166,San Pedro,Lliu Lliu,Quillota,32716,Caserio Schneider 2,75.00 kVA,9,,,,,3,,1,,
6167,Quintero,Loncura,Costa,20740,Cruce Quintero,5.00 kVA,4,,,,,2,,1,,
6168,Quintero,Quintero,Costa,21723,Av Normandie Francisco Bilbao,300.00 kVA,4,,,,,2,,1,,
6169,Miraflores,Achupallas,Costa,21436,Pradera Pasaje,10.00 kVA,10,,,,,3,,,1,
6170,San Pedro,Olmué,Quillota,31698,Accesos El Llano,15.00 kVA,1,,,,,,,,1,
6171,Concón,Higuerillas,Costa,20308,Concon Cmno.Internacional,15.00 kVA,1,,,,,,,,,2
6172,Peñablanca,El Pangal,Quillota,30668,Lo Mosqueto Sur,15.00 kVA,12,,,,,1,,1,,
6173,Valparaíso,Uruguay,valparaiso,10863,La Polvora La Carcel,15.00 kVA,9,,,,,2,,,,1
6174,Placilla,Curauma,valparaiso,10893,Los Arrayanes Pje Amancay,45.00 kVA,27,,,,,2,,1,,
6175,Quilpué,Paso Hondo,Marga Marga,22811,Lanceta Barro,100.00 kVA,15,,,,,3,,1,,
6176,Reñaca,Glorias Navales,Costa,21375,Puyehue,10.00 kVA,19,,,,,8,,1,,
6177,Las Vegas,Porvenir,Los Andes,40877,Panamericana KM 85,10.00 kVA,2,,,,,1,,1,,
6178,Las Vegas,Porvenir,Los Andes,40890,El salitre Panamericana,15.00 kVA,2,,,,,1,,1,,
6179,Quilpué,El Carmen,Marga Marga,21331,El Bosque N°2,15.00 kVA,7,,,,,9,,2,,
6180,Quilpué,El Sol,Marga Marga,24168,SED Lomas verde 3,45.00 kVA,14,,,,,7,,1,,
6181,Río Blanco,Río Blanco,Los Andes,40594,Camino Pisicultura Quebrada,30.00 kVA,6,,,,,1,,1,,
6182,San Rafael,San Vicente,Los Andes,42792,Sector El Sauce_Ruta 60CH,30.00 kVA,2,,,,,,,,,1
6183,Reñaca,Reñaca,Costa,21926,RESTAURANT STELLA MARIS,15.00 kVA,1,,,,,,,,,6
6184,Reñaca,Alejandro Navarrete,Costa,22519,Faenas IPEC,75.00 kVA,6,,,,,3,,,,1
6185,Reñaca,Costa Brava,Costa,22997,Las Perlas Dunas Renaca,750.00 kVA,18,,,,,1,,1,,
6186,San Antonio,San Antonio,San Antonio,50734,SED MARTIRES DEL MAR 5,10.00 kVA,7,,,,,1,,1,,
6187,San Antonio,San Antonio,San Antonio,50813,Martires Del Mar 13,10.00 kVA,7,,,,,1,,1,,
6188,Placilla,Curauma,valparaiso,10889,Los Arrayanes Pje Copihue,45.00 kVA,24,,,,,3,,1,,
6189,Quilpué,El Carmen,Marga Marga,21354,Irene El Bosque 3,10.00 kVA,13,,,,,3,,1,,
6190,Placilla,Bosque,valparaiso,10570,Ohiggins Portugal,75.00 kVA,23,,,,,5,,1,,
6191,Placeres,Barón,valparaiso,11801,SED Washington Justiniano,45.00 kVA,23,,,,,6,,1,,
6192,Concón,Tabolango,Costa,22970,Nuevo Milenio 6,75.00 kVA,5,,,,,1,,1,,
6193,Reñaca,Glorias Navales,Costa,23635,SED Dionisio Hernandez 21 de mayo,200.00 kVA,5,,,,,3,,1,,
6194,San Felipe,Tocornal,Los Andes,42218,OHL_Chercan Tapia,100.00 kVA,2,,,1,1,,,,,1
6195,Catemu,Catemu,Los Andes,43087,La Cuadra_Lo Salas,15.00 kVA,1,,,,,1,,1,,
6196,Placilla,Bosque,valparaiso,11504,Placilla Oriente 4,15.00 kVA,11,,,,,7,,2,,
6197,Placeres,Barón,valparaiso,11800,SED Rodelillo Balmaceda,45.00 kVA,22,,,,,2,,1,,
6198,Miraflores,Achupallas,Costa,21986,SED El Maiten Bajo,45.00 kVA,8,,,,,1,,,1,
6199,Quilpué,Marga Marga,Marga Marga,21306,Av Industrial El Trabajador,10.00 kVA,1,,,,,3,,,,4
6200,Quilpué,Belloto,Marga Marga,22814,Margamarga Orion,100.00 kVA,2,,,,,6,,,,2
6201,Quilpué,El Sol,Marga Marga,20568,Los Carreras Petos,150.00 kVA,12,,,,,1,,1,,
6202,Quilpué,Belloto,Marga Marga,21525,Diaguitas-Araucanos,75.00 kVA,12,,,,,8,,1,,
6203,Mayaca,Pocochay,Quillota,30978,Parcela 5 Lo Mardones,30.00 kVA,1,,,,,6,,,2,1
6204,San Pedro,Lliu Lliu,Quillota,30619,Rsva Rauten Bajo,45.00 kVA,7,,,,,4,,1,,
6205,San Pedro,Lliu Lliu,Quillota,30736,Troncal Viejo Miraflores,30.00 kVA,7,,,,,4,,1,,
6206,San Pedro,Lliu Lliu,Quillota,30926,Sta Josefina Cmno Manzanar,45.00 kVA,7,,,,,3,,1,,
6207,Mayaca,Pocochay,Quillota,31743,El Condor San Antonio,75.00 kVA,7,,,,,4,,1,,
6208,Placilla,Bosque,valparaiso,10839,SED Decima Wilhelmsen,100.00 kVA,3,,,,,12,,1,,2
6209,San Antonio,San Juan,San Antonio,50659,SED LAS SALINAS CAMILO FARIAS,15.00 kVA,2,,,,,2,,,,1
6210,San Antonio,Santo Domingo,San Antonio,50432,Eucaliptus Aguas Buenas,45.00 kVA,6,,,,,3,,1,,
6211,San Rafael,San Vicente,Los Andes,42726,Enrique de la Fuente_Feria,15.00 kVA,5,,,,,1,,1,,
6212,Concón,Expreso RPC,Costa,20720,Parcela 26 Cmno.Quintero,45.00 kVA,3,,,,,4,,1,,
6213,Quintero,Maitenes,Costa,20962,Acceso a Quintero,100.00 kVA,3,,,,,3,,1,,
6214,Miraflores,Achupallas,Costa,21620,Pasaje Israel,15.00 kVA,15,,,,,4,,1,,
6215,Placilla,Peñuelas,valparaiso,10548,Undecima Sauce,45.00 kVA,2,,,,,4,,1,,3
6216,Placeres,Placilla,valparaiso,10346,Camino Antiguo Santiago KM 9,75.00 kVA,5,,,,,6,,4,,
6217,Quilpué,Marga Marga,Marga Marga,23595,SED Condominio Los Coligues,75.00 kVA,11,,,,,2,,1,,
6218,San Felipe,Tocornal,Los Andes,40239,Fabrica Jahuel,37.50 kVA,1,,,,,1,,1,,
6219,Reñaca,Jorge Montt,Costa,22362,SED Borgoño Las Salinas,150.00 kVA,2,,,,,3,,,2,1
6220,Miraflores,Achupallas,Costa,21299,Pradera_Esperanza,10.00 kVA,7,,,,,5,,2,,
6221,Miraflores,Achupallas,Costa,21613,Pasaje Jerico-Los Olivos,15.00 kVA,7,,,,,4,,2,,
6222,Miraflores,Achupallas,Costa,21617,Pasaje Benjamin,15.00 kVA,14,,,,,1,,1,,
6223,Miraflores,Achupallas,Costa,21619,Pasaje Arca de Noe,15.00 kVA,14,,,,,3,,1,,
6224,Placeres,Polanco,valparaiso,10187,La Cantera,30.00 kVA,19,,,1,1,3,,1,,
6225,Placeres,Santos Ossa,valparaiso,10696,Av Rodelillo Hanga Roa,30.00 kVA,19,,,,,2,,1,,
6226,San Rafael,San Rafael,Los Andes,40970,Loteo Industrial Curimón,45.00 kVA,5,,,,,2,,1,,
6227,San Pedro,Said,Quillota,30969,Alberdi Rev Tecnica,100.00 kVA,2,,,,,,,,,1
6228,San Pedro,Said,Quillota,31738,La Capilla Caletera 60 CH,100.00 kVA,6,,,,,1,,1,,
6229,Concón,Refinería,Costa,20946,Torquemada Vertedero,30.00 kVA,1,,,,,3,,1,,1
6230,Reñaca,Reñaca,Costa,23472,Provisorio Punta Piqueros,100.00 kVA,1,,,,,1,,,2,
6231,Concón,Tabolango,Costa,22880,La Higuera Parcela 3,30.00 kVA,4,,,,,2,,1,,
6232,Peñablanca,El Pangal,Quillota,31762,Ruta F580 Camino Vecinal,75.00 kVA,8,,,,,1,,1,,
6233,Placeres,Agua Santa,valparaiso,10009,Aerodromo Rodelillo,25.00 kVA,3,,,,,9,,,,2
6234,Placeres,Placilla,valparaiso,10460,Camino Las Chacarilla,10.00 kVA,3,,,,,12,,3,,1
6235,Quilpué,Marga Marga,Marga Marga,22964,Las Piedras,15.00 kVA,5,,,,,11,,2,,
6236,Quilpué,Marga Marga,Marga Marga,22450,Rio Mataquito Rio Tolten,45.00 kVA,10,,,,,1,,1,,
6237,Concón,Tabolango,Costa,30631,Cmno Internacional Los Aromos,15.00 kVA,1,,,,,3,,,,1
6238,San Pedro,Lliu Lliu,Quillota,30276,Lo Chaparro Estero,45.00 kVA,3,,,,,2,,1,,
6239,Concón,Tabolango,Costa,30524,Los Olivos Cmno Internacional,45.00 kVA,3,,,,,8,,1,,
6240,Miraflores,Achupallas,Costa,21682,Pasaje Benjamin Los Olivos,15.00 kVA,13,,,,,9,,1,,
6241,Miraflores,Achupallas,Costa,21614,Pasaje Genesis,15.00 kVA,13,,,,,3,,1,,
6242,Playa Ancha,La Pólvora,valparaiso,10284,Lepeley Paris,15.00 kVA,17,,,,,5,,1,,
6243,Playa Ancha,Playa Ancha,valparaiso,10626,Waddington Borde Bahía,100.00 kVA,17,,,,,1,,1,,
6244,San Rafael,San Vicente,Los Andes,42467,Rodríguez_Santa Teresa,150.00 kVA,1,1,,,,4,,1,,1
6245,San Rafael,Los Andes,Los Andes,43302,Agricola_Victor Koerner,45.00 kVA,2,,,,,6,,2,,
6246,Miraflores,Villa Dulce,Marga Marga,23130,Troncal El Olivar,75.00 kVA,4,,,1,,,,,,1
6247,Reñaca,Costa Brava,Costa,23892,Macro Lote Los Medanos,300.00 kVA,4,,,,,,,,,1
6248,Quilpué,El Carmen,Marga Marga,23921,Canchas Aviador Acevedo,150.00 kVA,1,,,,,,,,,3
6249,Quilpué,Marga Marga,Marga Marga,21790,Sed Loteo 6 Cmno Lo Orozco,30.00 kVA,9,,,,,1,,1,,
6250,Placilla,Bosque,valparaiso,10413,Cerro El Altar Cerro El Plomo,100.00 kVA,2,,,,,4,,3,1,1
6251,Placilla,Bosque,valparaiso,10532,Av.Tupungato N° 1,15.00 kVA,4,,,,,2,,1,,1
6252,Playa Ancha,La Pólvora,valparaiso,11608,Ruta F-98 G Los Cactus,75.00 kVA,8,,,,,6,,2,,
6253,Placeres,Placilla,valparaiso,10756,O`higgins Calles de Andorra,75.00 kVA,16,,,,,2,,1,,
6254,Mayaca,Boco,Quillota,30624,Qda El Aji Final,45.00 kVA,5,,,,,4,,1,,
6255,Placeres,Santos Ossa,valparaiso,10356,Conaf Rodelillo,25.00 kVA,5,,,,,1,,,,1
6256,Placilla,Peñuelas,valparaiso,10555,Cerro El Plomo 1,100.00 kVA,5,,,,,3,,,,1
6257,San Antonio,San Juan,San Antonio,50644,Santa Maria Planta de Tratamiento,300.00 kVA,1,,,,,1,,1,,
6258,Quilpué,Freire,Marga Marga,24121,SED El Alba Pasaje Viti Viti,30.00 kVA,2,,,,,5,,1,,1
6259,Quilpué,Marga Marga,Marga Marga,21364,La Chacrilla Oeste,15.00 kVA,4,,,,,,,,1,
6260,Quilpué,Paso Hondo,Marga Marga,23872,General Bolognesi,150.00 kVA,4,,,,,,,,1,
6261,Quilpué,Quilpué,Marga Marga,21089,Av.El Retiro M.Rojas,15.00 kVA,8,,,,,1,,1,,
6262,San Antonio,San Antonio,San Antonio,50728,SED MARTIRES DEL MAR 11,5.00 kVA,4,,,,,3,,1,,
6263,San Antonio,San Antonio,San Antonio,50731,Martires del Mar 8,10.00 kVA,4,,,,,2,,1,,
6264,San Antonio,San Antonio,San Antonio,50975,MANUEL BULNES-LAS HIEDRAS,5.00 kVA,4,,,,,2,,1,,
6265,Concón,Expreso RPC,Costa,20309,Principal Mantagua,15.00 kVA,2,,,,,1,,1,,
6266,Concón,Expreso RPC,Costa,21442,Las Gaviota Price,5.00 kVA,2,,,,,2,,1,,
6267,Miraflores,Achupallas,Costa,21618,Pasaje Sion-Los Olivos,15.00 kVA,10,,,,,1,,1,,
6268,Reñaca,Glorias Navales,Costa,21866,SED Bosque de Santa Julia Parcelas 10-11,150.00 kVA,10,,,,,1,,1,,
6269,Bosquemar,Lilenes,Costa,21235,Bahia Oceano Villa Concon,300.00 kVA,3,,,,,1,,1,,
6270,Concón,Concón,Costa,20711,Cmno Internacional Anfer,45.00 kVA,1,,,,,2,,,,1
6271,Peñablanca,El Pangal,Quillota,31094,Sonacol Qda Escobares,15.00 kVA,3,,,,,,,,1,
6272,Valparaíso,Brasil,valparaiso,10829,Freire,300.00 kVA,13,,,1,,2,,1,,
6273,Quilpué,Marga Marga,Marga Marga,21282,La Retuca 4,15.00 kVA,7,1,,,,3,,1,,
6274,Quilpué,Marga Marga,Marga Marga,20875,SED El Totoral 1,15.00 kVA,7,,,,,7,,1,,
6275,San Rafael,San Vicente,Los Andes,42815,Esmeralda_Tricot,100.00 kVA,3,,,,,1,,1,,
6276,Reñaca,Glorias Navales,Costa,22556,Lote 82 Lago Yelcho,150.00 kVA,3,,,,,2,,,,1
6277,Reñaca,Jorge Montt,Costa,20331,Casas Fuerte Vergara,150.00 kVA,9,,,,,2,,1,,
6278,Miraflores,Achupallas,Costa,21616,Los Olivos-Arca Noe,15.00 kVA,9,,,,,7,,1,,
6279,Placilla,Bosque,valparaiso,10957,Ojos Del Salado Barrio Curauma,45.00 kVA,4,,,,,3,,,,1
6280,Valparaíso,Uruguay,valparaiso,11659,Camino El Vergel 3,30.00 kVA,4,,,,,,,,,1
6281,Playa Ancha,Playa Ancha,valparaiso,11797,SED Central Santos Torneros Dos,75.00 kVA,12,,,,,2,,1,,
6282,La Calera,Calera,Quillota,31212,Flor Munita Cmno Asto Frei,15.00 kVA,2,,,,,1,,1,,
6283,Peñablanca,El Rincón,Marga Marga,22830,Rinconada Redesa,100.00 kVA,5,,,,,3,,1,,
6284,San Felipe,Palomar,Los Andes,40605,Cno. Internacional Colegio Aleman,5.00 kVA,1,,,,,1,,,,1
6285,San Sebastián,Cartagena,San Antonio,51550,SED CAMINO QUEBRADA HONDA 3,15.00 kVA,1,,,,,4,,1,,
6286,Miraflores,Achupallas,Costa,21130,Final_Pje Huasco,10.00 kVA,2,,,,,8,,,2,
6287,Quilpué,Marga Marga,Marga Marga,20586,Lajarilla El Gringo,10.00 kVA,2,,,,,2,,,,1
6288,Quilpué,Marga Marga,Marga Marga,20889,Las Juntas Colliguay,15.00 kVA,2,,,,,3,,,,1
6289,Quilpué,Marga Marga,Marga Marga,20909,SED Corral Viejo,45.00 kVA,2,,,,,5,,,,1
6290,Quilpué,Marga Marga,Marga Marga,20859,Cmno.Colliguay Los Quiyalles,10.00 kVA,6,,,,,3,,1,,
6291,Quilpué,Quilpué,Marga Marga,22575,Cumming Valencia,100.00 kVA,6,,,,,1,,1,,
6292,San Antonio,Pesqueras,San Antonio,50292,Dow Quimica,45.00 kVA,1,,,,,1,,,,1
6293,San Antonio,Barrancas,San Antonio,51315,SED ZOROBABEL RODRIGUEZ TRIMAR,300.00 kVA,1,,,,,2,,,,1
6294,San Antonio,Santo Domingo,San Antonio,51484,NAPSA SECTOR SITRANS,5.00 kVA,1,,,,,,,,,1
6295,San Pedro,Lliu Lliu,Quillota,30074,Estay Rauten,5.00 kVA,1,,,,,1,,1,1,
6296,San Pedro,Lliu Lliu,Quillota,30240,Schnaider Rauten,100.00 kVA,3,,,,,11,,1,,
6297,Bosquemar,Manatiales,Costa,23148,Magallanes  Estadio,45.00 kVA,2,,,,,1,,1,,
